id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,shot_type,bodypart,type_of_play,distance_to_goal,angle_to_goal,shot_type_weight,inv_distance,angle_score,danger_score_fenwick,danger_score_corsi,isIntentionalAssist,RelatedPlayerId,isGoal,danger_score_logit
2825437203,19,16,1,1,27,70yx9y5zxeojm8sde0qyolzpl,1,92.9,54.2,2025-07-03T19:03:08.187Z,2025-07-03T23:33:17Z,5786806643.0,154.0,,5786879885.0,396.0,52.3,5786806649.0,102.0,49.3,5786806641.0,29.0,,5786806495.0,17.0,,5786806493.0,22.0,,5786879883.0,395.0,96.2,5786806645.0,55.0,18,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,5786806623.0,20.0,5786809007.0,78.0,5786806655.0,231.0,52.5,5786806627.0,374.0,2025-07-03 20:03:07.708,5786809451.0,214.0,5786806651.0,103.0,2.5,5786806653.0,230.0,96.3,5786806631.0,375.0,01:27.515,5786806497.0,56.0,Center,,,,,,,,,,,,,,goal,right_foot,regular_play,8.249242389456134,30.606407031509523,1.2,0.9175075761054386,0.6599288107610053,0.904981673670477,0.904981673670477,True,-1,True,0.9926659075742833
2825437635,89,16,1,6,53,70yx9y5zxeojm8sde0qyolzpl,1,96.4,50.7,2025-07-03T19:08:33.440Z,2025-07-03T23:33:27Z,5786808905.0,214.0,,5786879931.0,396.0,49.1,5786808897.0,55.0,88,5786808901.0,102.0,51.7,5786808675.0,22.0,,5786808693.0,375.0,06:53.018,5786808891.0,78.0,,5786808677.0,16.0,,7mehm5v7egyc1r4qioexklbmc,Vicky López,,5786808911.0,231.0,5786808907.0,328.0,5786808689.0,374.0,2025-07-03 20:08:33.211,5786808895.0,154.0,,5786808679.0,56.0,5786808909.0,230.0,99.0,5786808903.0,103.0,1.3,5786808893.0,29.0,,5786808685.0,20.0,,48.7,Center,5786879929.0,395.0,98.9,,,,,,,,,goal,right_foot,regular_play,3.6674241641784446,11.003540851749564,1.2,0.9633257583582155,0.8777384349805604,0.9886518338374543,0.9886518338374543,True,-1,True,1.0
2825438219,180,15,1,15,10,70yx9y5zxeojm8sde0qyolzpl,1,94.9,33.6,2025-07-03T19:16:50.709Z,2025-07-04T00:38:40Z,5786811975.0,103.0,13.3,5786811973.0,102.0,45.8,5786811979.0,458.0,,5786811971.0,80.0,,5786811941.0,20.0,,5786811983.0,147.0,45.3,5786813143.0,62.0,,5786812519.0,468.0,130,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,5786811875.0,22.0,5786812003.0,233.0,5786811981.0,146.0,98.1,5786909023.0,215.0,,5786811879.0,56.0,,,,,,,,,,,,,,Center,,,,131,,,,,,,,on_target,right_foot,regular_play,17.174690681348526,72.72558042472669,1.0,0.8282530931865147,0.19193799528081457,0.6888826358588503,0.6888826358588503,False,-1,False,0.01207591756862204
2825438495,212,15,1,17,55,70yx9y5zxeojm8sde0qyolzpl,1,86.8,66.0,2025-07-03T19:19:35.699Z,2025-07-03T19:20:41Z,5786814167.0,146.0,98.4,5786813403.0,22.0,,5786813405.0,64.0,,5786814177.0,233.0,147,5786814157.0,55.0,211,5786813973.0,20.0,,5786814163.0,103.0,1.3,5786813407.0,56.0,Center,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,5786814169.0,147.0,5786814155.0,154.0,5786814161.0,102.0,52.6,5786814153.0,29.0,,5786814165.0,328.0,5786814151.0,76.0,,,,,,,,,,,52.9,,,,,,,,,,,,,on_target,right_foot,regular_play,20.74222745994268,50.47736872882887,1.0,0.7925777254005733,0.439140347457457,0.7487731943974664,0.7487731943974664,True,-1,False,0.00822212186619394
2825438605,223,15,1,18,50,70yx9y5zxeojm8sde0qyolzpl,1,86.7,51.5,2025-07-03T19:20:30.619Z,2025-07-03T20:00:06Z,5786814247.0,147.0,51.1,5786814103.0,72.0,,5786814231.0,78.0,,5786814251.0,231.0,48.4,5786814047.0,17.0,,5786814271.0,233.0,153,5786814241.0,102.0,50.0,5786814249.0,230.0,99.1,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,5786814045.0,22.0,5786814107.0,82.0,5786814243.0,103.0,19,5786814245.0,146.0,90.4,5786830819.0,458.0,5786814049.0,56.0,Center,,,,,,,,,,,,,,,,,,,,,,,blocked,left_foot,regular_play,13.384319183283099,6.4347391510367205,0.0,0.866156808167169,0.9285028983218142,0.7250135927634118,0.7250135927634118,False,-1,False,0.013828665430276981
2825438723,237,13,1,20,25,70yx9y5zxeojm8sde0qyolzpl,1,85.5,48.5,2025-07-03T19:22:05.331Z,2025-07-03T19:22:28Z,5786814829.0,328.0,,5786814765.0,56.0,Center,5786814821.0,55.0,236,5786814817.0,29.0,,5786814763.0,17.0,,5786814825.0,102.0,42.2,5786814761.0,22.0,,5786814831.0,230.0,98.5,5exouoey2r6wtpympr6drg3it,Alèxia Putellas,,5786814827.0,103.0,5786814833.0,231.0,5786814819.0,154.0,,5786814875.0,72.0,,5786814815.0,84.0,,,,,,,,,,,,,23.6,,,,,48.7,,,,,,,,missed,left_foot,regular_play,14.577379737113251,5.9061411137705,0.5,0.8542262026288675,0.9343762098469944,0.8220033440056453,0.8220033440056453,True,-1,False,0.0069074006593098656
2825438951,266,13,1,23,50,70yx9y5zxeojm8sde0qyolzpl,1,77.7,68.9,2025-07-03T19:25:30.465Z,2025-07-04T00:56:20Z,5786816199.0,83.0,,5786816213.0,230.0,97.5,5786816129.0,20.0,,5786816211.0,215.0,,5786816207.0,102.0,58.2,5786816215.0,231.0,52.0,5786816089.0,22.0,,5786816201.0,29.0,,7mehm5v7egyc1r4qioexklbmc,Vicky López,,5786816091.0,18.0,5786816209.0,103.0,5786816093.0,56.0,Center,5786816203.0,55.0,265,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,missed,right_foot,regular_play,29.231831964486933,40.28239749543833,0.5,0.7076816803551307,0.5524178056062408,0.6487980138239244,0.6487980138239244,False,-1,False,0.0023410353807156803
2825439197,197,13,1,26,4,27z7xb0913v9ktnlazdhlspja,1,89.6,59.1,2025-07-03T19:27:45.177Z,2025-07-03T19:34:54Z,5786817797.0,24.0,,5786817857.0,55.0,195,5786820827.0,17.0,,5786817305.0,56.0,Center,5786817805.0,153.0,,5786817867.0,146.0,98.4,5786817803.0,328.0,,5786817799.0,15.0,,dnhhxotpnin9pc00ps4gu961h,Carole Costa,,5786817871.0,230.0,5786817851.0,73.0,5786817865.0,391.0,,5786817853.0,29.0,,5786817873.0,231.0,5786817855.0,154.0,,5786817861.0,102.0,98.7,5786817869.0,147.0,80.3,5786817863.0,103.0,8.3,97.8,53.6,,,,,,,,,,,,missed,head,set_piece,13.819189556555049,41.185925165709634,0.5,0.8618081044344496,0.542378609269893,0.7074368245547477,0.7074368245547477,True,-1,False,0.005669197008528446
2825439219,201,15,1,26,18,27z7xb0913v9ktnlazdhlspja,1,84.2,60.0,2025-07-03T19:27:58.273Z,2025-07-03T19:58:50Z,5786823931.0,102.0,48.4,5786823939.0,230.0,97.6,5786823857.0,24.0,,5786823933.0,103.0,19,5786823927.0,55.0,200,5786823935.0,146.0,85.8,5786823923.0,29.0,,5786823937.0,147.0,58.8,3q4vkcycbd9wzga8j5oz54qnd,Beatriz Fonseca,,5786823859.0,20.0,5786817401.0,56.0,5786823921.0,78.0,,5786823865.0,82.0,,5786823941.0,231.0,5786823861.0,17.0,,5786823925.0,154.0,,5786823943.0,233.0,285,,,,,52.0,,,,Center,,,,,,,,blocked,right_foot,set_piece,18.698663053812158,32.33018573505036,0.0,0.8130133694618784,0.6407757140549961,0.6174380620012502,0.6174380620012502,True,-1,False,0.009801510116708394
2825439409,315,15,1,28,39,70yx9y5zxeojm8sde0qyolzpl,1,96.6,57.8,2025-07-03T19:30:19.760Z,2025-07-03T19:30:41Z,5786818707.0,146.0,98.0,5786818715.0,233.0,213,5786818689.0,76.0,,5786818695.0,55.0,314,5786818693.0,154.0,,5786818713.0,231.0,53.2,5786818699.0,102.0,53.2,5786818711.0,230.0,99.5,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,5786818691.0,29.0,5786818709.0,147.0,5786818563.0,61.0,,5786818701.0,103.0,19,5786818675.0,82.0,5786818703.0,328.0,,5786818561.0,22.0,,5786818705.0,100.0,,5786818671.0,72.0,,,,5786818565.0,56.0,Center,56.0,,,,,,,,blocked,left_foot,regular_play,8.508818954473059,66.4477363271053,0.0,0.9149118104552694,0.26169181858771884,0.5444722697584234,0.5444722697584234,True,-1,False,0.011837594393665976
2825439939,376,15,1,34,35,70yx9y5zxeojm8sde0qyolzpl,1,91.2,65.8,2025-07-03T19:36:15.452Z,2025-07-04T01:19:28Z,5786821873.0,102.0,50.3,5786821865.0,29.0,,5786821879.0,146.0,97.3,5786821863.0,78.0,,5786821875.0,103.0,12.7,5786821869.0,55.0,375,5786821587.0,22.0,,5786821829.0,20.0,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,5786821591.0,56.0,5786821877.0,328.0,5786821885.0,233.0,254,5786821881.0,147.0,54.5,5786821867.0,154.0,5786821589.0,64.0,,,,,,,,,,,Center,,,,,,,,,,,,,on_target,right_foot,regular_play,18.085353189805275,60.88385373392108,1.0,0.8191464681019472,0.32351273628976585,0.7247124081277087,0.7247124081277087,True,-1,False,0.008503013787527467
2825440515,455,16,1,40,39,70yx9y5zxeojm8sde0qyolzpl,1,91.8,56.9,2025-07-03T19:42:19.210Z,2025-07-04T01:32:46Z,5786824957.0,72.0,,5786940515.0,395.0,96.9,5786825299.0,230.0,96.7,5786824721.0,22.0,,5786825293.0,103.0,13.9,5786824725.0,56.0,Center,5786825283.0,29.0,,5786824727.0,254.0,,5exouoey2r6wtpympr6drg3it,Alèxia Putellas,,5786940517.0,396.0,5786825301.0,231.0,5786824963.0,374.0,2025-07-03 20:42:18.622,5786825285.0,154.0,,5786825291.0,102.0,5786824723.0,17.0,,5786825295.0,214.0,,5786824967.0,375.0,40:38.429,5786825281.0,76.0,,53.2,52.9,5786825297.0,215.0,,52.9,,5786825287.0,55.0,453.0,,,,goal,left_foot,regular_play,10.716809226630845,40.079383963636,1.2,0.8928319077336916,0.5546735115151555,0.8635348165480232,0.8635348165480232,True,-1,True,0.9776809965792447
2825440689,465,15,1,42,15,70yx9y5zxeojm8sde0qyolzpl,1,86.2,48.5,2025-07-03T19:43:55.913Z,2025-07-04T01:35:15Z,5786826043.0,233.0,300,5786826025.0,55.0,463,5786825623.0,22.0,,5786826021.0,76.0,,5786826037.0,147.0,53.2,5786826035.0,146.0,88.1,5786825993.0,72.0,,5786826031.0,103.0,19,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,5786825999.0,82.0,5786825625.0,17.0,5786826041.0,231.0,50.9,5786826029.0,102.0,52.4,5786826023.0,29.0,5786826033.0,215.0,,5786825627.0,56.0,Center,5786826039.0,230.0,98.0,,,,,,,,,,,,,,,,,blocked,left_foot,regular_play,13.881282361511126,6.203447901691837,0.0,0.8611871763848887,0.9310728010923129,0.7237967108816493,0.7237967108816493,False,-1,False,0.013826811602230937
2825440729,469,16,1,42,23,70yx9y5zxeojm8sde0qyolzpl,1,97.9,49.1,2025-07-03T19:44:03.481Z,2025-07-04T01:36:20Z,5786825977.0,375.0,42:23.151,5786826073.0,230.0,99.4,5786826079.0,281.0,aib5wgtlgl48jaezcguoxkmp5,5786825855.0,16.0,,5786826063.0,78.0,,5786826069.0,328.0,,5786825857.0,56.0,Center,5786826085.0,472.0,468,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,5786826081.0,282.0,5786825853.0,22.0,5786826071.0,458.0,,5786826065.0,102.0,49.0,5786941337.0,396.0,5786826075.0,231.0,51.1,5786825973.0,374.0,2025-07-03 20:44:03.344,5786826077.0,280.0,PASS_LOST,5786825969.0,72.0,,70yx9y5zxeojm8sde0qyolzpl,50.9,5786827755.0,214.0,,,,5786826067.0,103.0,1.3,5786941335.0,395.0,99.4,goal,left_foot,regular_play,2.284731931759167,23.198590513648213,1.2,0.9771526806824083,0.7422378831816865,0.9535324372274693,0.9535324372274693,False,-1,True,0.9983043364283182
2825441903,577,13,2,46,10,70yx9y5zxeojm8sde0qyolzpl,1,91.1,39.1,2025-07-03T20:07:07.607Z,2025-07-03T21:22:44Z,5786832887.0,231.0,47.1,5786832875.0,154.0,,5786832835.0,20.0,,5786832871.0,84.0,,5786832819.0,17.0,,5786832873.0,29.0,,5786832881.0,102.0,42.9,5786832883.0,103.0,4.2,5exouoey2r6wtpympr6drg3it,Alèxia Putellas,,5786832885.0,230.0,5786832817.0,22.0,5786832821.0,56.0,Center,5786832877.0,55.0,576,,,,,,,,,,,,,,,98.5,,,,,,,,,,,,,missed,right_foot,regular_play,14.07195793057953,50.76788889791412,0.5,0.8592804206942047,0.43591234557873204,0.6744858719513015,0.6744858719513015,True,-1,False,0.007642184126255207
2825442107,370,13,2,48,44,27z7xb0913v9ktnlazdhlspja,1,68.2,19.0,2025-07-03T20:09:42.272Z,2025-07-03T21:30:02Z,5786834117.0,215.0,,5786834121.0,231.0,41.2,5786834105.0,73.0,,5786834103.0,23.0,,5786860513.0,67.0,,5786834051.0,20.0,,5786834109.0,55.0,369,5786834775.0,328.0,,enc3v69b04w7jr0qkhiaq5a6t,Jéssica Silva,,5786834119.0,230.0,5786834113.0,102.0,5786834115.0,103.0,8.3,5786834107.0,29.0,,5786834023.0,56.0,,,,,,,,,,,,,91.0,Right,,,,81.8,,,,,,,,missed,right_foot,fast_break,44.409908804229715,44.270156935975905,0.5,0.5559009119577029,0.5081093673780455,0.5747931749964947,0.5747931749964947,False,-1,False,0.0
2825442629,688,13,2,58,48,70yx9y5zxeojm8sde0qyolzpl,1,73.1,58.4,2025-07-03T20:19:45.761Z,2025-07-03T21:44:55Z,5786837315.0,55.0,687,5786837313.0,29.0,,5786837277.0,72.0,,5786837319.0,102.0,65.2,5786837327.0,231.0,50.2,5786837311.0,77.0,,5786837263.0,18.0,,5786837325.0,230.0,97.8,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,5786837261.0,22.0,5786837323.0,215.0,5786837321.0,103.0,59.7,5786837265.0,56.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,missed,left_foot,regular_play,28.18102198288771,17.341895978628532,0.5,0.7181897801711229,0.8073122669041274,0.7294695921396873,0.7294695921396873,False,-1,False,0.003406733618292141
2825442717,708,15,2,60,12,70yx9y5zxeojm8sde0qyolzpl,1,84.2,62.0,2025-07-03T20:21:09.345Z,2025-07-03T21:47:19Z,5786838041.0,29.0,,5786837873.0,56.0,Center,5786837869.0,22.0,,5786860739.0,17.0,,5786838047.0,102.0,46.6,5786838015.0,82.0,,5786860741.0,80.0,,5786838061.0,233.0,414,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,5786838053.0,147.0,5786838049.0,103.0,5786838043.0,55.0,707,5786838057.0,231.0,52.2,5786838035.0,72.0,5786838055.0,230.0,97.6,5786838051.0,146.0,87.1,,,,,,,59.2,,,,,19,,,,,,,,blocked,left_foot,regular_play,19.840362899906843,37.21644047353461,0.0,0.8015963710009315,0.5864839947385043,0.5965837468219239,0.5965837468219239,False,-1,False,0.00831264870916715
2825442761,715,13,2,60,52,70yx9y5zxeojm8sde0qyolzpl,1,90.1,45.7,2025-07-03T20:21:49.417Z,2025-07-03T21:50:15Z,5786860811.0,85.0,,5786838381.0,72.0,,5786838389.0,215.0,,5786838395.0,458.0,,5786838391.0,108.0,,5786838399.0,231.0,47.5,5786838385.0,102.0,50.4,5786838393.0,328.0,,5exouoey2r6wtpympr6drg3it,Alèxia Putellas,,5786838163.0,56.0,5786838387.0,103.0,5786838161.0,17.0,,5786838379.0,25.0,,5786838397.0,230.0,,,,,,,,,,,,,Center,98.8,,,,55.6,,,,,,,,missed,left_foot,from_corner,10.793516572461456,23.4773998920929,0.5,0.8920648342753854,0.7391400011989677,0.7785679340698445,0.7785679340698445,False,-1,False,0.009627887726334898
2825442995,453,15,2,64,17,27z7xb0913v9ktnlazdhlspja,1,72.6,37.4,2025-07-03T20:25:14.941Z,2025-07-03T22:00:08Z,5786839443.0,82.0,,5786839467.0,147.0,41.2,5786839429.0,18.0,,5786839455.0,55.0,452,5786839461.0,103.0,19,5786839469.0,230.0,98.0,5786839463.0,215.0,,5786839427.0,22.0,,7dzhnro49uj2w4lj29v1mv845,Andreia Norton,,5786839471.0,231.0,5786839459.0,102.0,5786839451.0,78.0,,5786839465.0,146.0,80.5,5786839439.0,20.0,5786839453.0,29.0,,5786839473.0,233.0,753,5786839431.0,56.0,Center,,,,47.8,,,,,50.5,,,,,,,,blocked,right_foot,regular_play,30.15824928605771,24.695526290039563,0.0,0.698417507139423,0.7256052634440049,0.5970485818889707,0.5970485818889707,False,-1,False,0.008786107833246262
2825444005,527,13,2,74,41,27z7xb0913v9ktnlazdhlspja,1,90.6,61.1,2025-07-03T20:35:38.507Z,2025-07-03T22:22:39Z,5786845085.0,230.0,97.7,5786844929.0,17.0,,5786844945.0,20.0,,5786845081.0,103.0,73.6,5786845073.0,29.0,,5786846205.0,154.0,,5786845071.0,74.0,,5786845079.0,102.0,50.3,bwgrqzoiwl9z0ovlwi7p3nydx,Ana Capeta,,5786844931.0,56.0,5786845069.0,24.0,5786845075.0,55.0,526,5786845087.0,231.0,52.7,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,missed,right_foot,set_piece,14.545446022724782,49.740510573891164,0.5,0.8545455397727522,0.4473276602900982,0.6760165139961303,0.6760165139961303,True,-1,False,0.006132480279638502
2825444501,898,13,2,79,6,70yx9y5zxeojm8sde0qyolzpl,1,71.5,40.7,2025-07-03T20:40:03.457Z,2025-07-03T22:31:35Z,5786847597.0,18.0,,5786847703.0,55.0,897,5786847701.0,29.0,,5786847709.0,103.0,1.4,5786847711.0,215.0,,5786847599.0,56.0,Center,5786847699.0,83.0,,5786847645.0,20.0,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,5786847593.0,22.0,5786847713.0,230.0,5786847715.0,231.0,48.7,5786847707.0,102.0,58.3,,,,,,,,,,,,,,,,,,,,98.6,,,,,,,,missed,right_foot,regular_play,29.978992644850493,18.072322148959493,0.5,0.7002100735514951,0.7991964205671167,0.7198429555907331,0.7198429555907331,False,-1,False,0.005121565253145647
2825445009,940,13,2,84,8,70yx9y5zxeojm8sde0qyolzpl,1,79.1,36.8,2025-07-03T20:45:05.311Z,2025-07-03T23:26:10Z,5786850373.0,231.0,46.8,5786850453.0,458.0,,5786850371.0,230.0,98.0,5786850365.0,102.0,41.8,5786850307.0,18.0,,5786850369.0,215.0,,5786850305.0,22.0,,5786850329.0,72.0,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,5786850357.0,84.0,5786850309.0,56.0,5786850367.0,103.0,2.8,,,,,,,,,,,,,,,,,,,,,,,Center,,,,,,,,missed,left_foot,regular_play,24.71942555966866,32.27564431457763,0.5,0.7528057444033134,0.6413817298380263,0.6935368167127333,0.6935368167127333,False,-1,False,0.004534012073534032
2825445077,950,15,2,85,11,70yx9y5zxeojm8sde0qyolzpl,1,92.0,50.3,2025-07-03T20:46:08.853Z,2025-07-03T23:26:14Z,5786850845.0,29.0,,5786850841.0,114.0,,5786850867.0,233.0,602,5786850853.0,102.0,50.1,5786850859.0,328.0,,5786850847.0,154.0,,5786850743.0,22.0,,5786850861.0,146.0,98.1,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,5786850857.0,214.0,5786850747.0,56.0,5786850849.0,55.0,949,5786850843.0,78.0,,5786850745.0,17.0,5786850799.0,20.0,,5786850863.0,147.0,50,5786850855.0,103.0,1.3,,,,,,,,,Center,,,,,,,,on_target,right_foot,regular_play,8.005623023850173,2.147585428298483,1.0,0.9199437697614983,0.9761379396855724,0.9608188898102711,0.9608188898102711,True,-1,False,0.02034806245913295
2825445147,956,13,2,86,7,70yx9y5zxeojm8sde0qyolzpl,1,81.5,65.6,2025-07-03T20:47:05.204Z,2025-07-03T23:26:27Z,5786851395.0,18.0,,5786851467.0,231.0,51.6,5786851391.0,25.0,,5786851393.0,72.0,,5786851457.0,103.0,77.8,5786851463.0,458.0,,5786851461.0,328.0,,5786851455.0,102.0,53.4,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,5786851217.0,56.0,5786851453.0,74.0,5786851465.0,230.0,98.6,,,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,missed,left_foot,from_corner,24.199380157351133,40.139034826901536,0.5,0.7580061984264886,0.5540107241455385,0.669405696614257,0.669405696614257,False,-1,False,0.0024936711717559903
2825445397,640,15,2,88,48,27z7xb0913v9ktnlazdhlspja,1,86.7,30.3,2025-07-03T20:49:45.752Z,2025-07-03T23:26:35Z,5786852807.0,231.0,45.8,5786852789.0,29.0,,5786852793.0,55.0,639,5786852799.0,103.0,19,5786852791.0,154.0,,5786852757.0,82.0,,5786852801.0,146.0,88.2,5786852809.0,233.0,974,bwgrqzoiwl9z0ovlwi7p3nydx,Ana Capeta,,5786852735.0,56.0,5786852787.0,78.0,5786852803.0,147.0,32.7,5786852731.0,22.0,,5786852805.0,230.0,5786852753.0,20.0,,5786852797.0,102.0,50.7,5786852733.0,63.0,,,,,Center,98.0,,,,,,,,,,,,blocked,right_foot,regular_play,23.76930794112441,55.97565517281256,0.0,0.7623069205887559,0.3780482758576382,0.5183372509927938,0.5183372509927938,True,-1,False,0.006965830331814536
2825445431,643,15,2,89,28,27z7xb0913v9ktnlazdhlspja,1,86.7,47.0,2025-07-03T20:50:26.202Z,2025-07-03T23:26:37Z,5786853199.0,146.0,96.9,5786853191.0,76.0,,5786853193.0,102.0,52.9,5786853195.0,103.0,3.2,5786855667.0,233.0,1020,5786853165.0,20.0,,5786853197.0,458.0,,5786852969.0,17.0,,cgx1qqjzb8y82adujg80cndnt,Andreia Faria,,5786853201.0,147.0,5786856191.0,108.0,5786852971.0,56.0,Center,5786853163.0,25.0,,5786856193.0,328.0,,,,,,,,,,,,,50.4,,,,,,,,,,,,,on_target,right_foot,from_corner,13.634148304899721,12.711132565529493,1.0,0.8636585169510028,0.858765193716339,0.9030929648953029,0.9030929648953029,False,-1,False,0.018854294306956773
2825445501,991,15,2,90,12,70yx9y5zxeojm8sde0qyolzpl,1,78.1,63.0,2025-07-03T20:51:10.187Z,2025-07-03T23:26:41Z,5786853537.0,231.0,51.3,5786853523.0,102.0,49.0,5786853529.0,139.0,,5786853329.0,56.0,Center,5786853517.0,29.0,,5786853409.0,20.0,,5786853525.0,103.0,19,5786853325.0,22.0,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,5786853531.0,146.0,5786853533.0,147.0,5786853527.0,215.0,,5786853413.0,82.0,,5786853327.0,18.0,5786853519.0,55.0,990,5786853535.0,230.0,98.1,5786877683.0,78.0,,,,,86.3,,,,,57.8,,,,,,,,blocked,right_foot,regular_play,25.467822835884505,30.693677416893696,0.0,0.7453217716411549,0.6589591398122923,0.5958164506001496,0.5958164506001496,False,-1,False,0.008178608779425185
2825445745,1017,16,2,92,35,70yx9y5zxeojm8sde0qyolzpl,1,95.8,48.5,2025-07-03T20:53:33.090Z,2025-07-03T23:26:47Z,5786877701.0,396.0,50.4,5786854843.0,25.0,,5786854849.0,328.0,,5786855219.0,154.0,,5786854821.0,56.0,Center,5786855227.0,103.0,7.0,5786855231.0,230.0,99.3,5786855225.0,102.0,48.7,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,5786854855.0,375.0,5786855221.0,55.0,5786854819.0,16.0,,5786854851.0,374.0,2025-07-03 21:53:32.818,5786877699.0,395.0,5786855215.0,78.0,,5786855233.0,231.0,50.2,5786854845.0,15.0,,5786855217.0,29.0,,92:35.516,0.9,5786855229.0,214.0,,1016,,,,,,,,goal,head,from_corner,4.4598206241955545,19.653824058053296,1.2,0.9554017937580445,0.7816241771327411,0.9566479706430401,0.9566479706430401,True,-1,True,0.989821263283693
